beer,beer_id,tasting_category_fine,A_malt_all,A_malt_grain,A_malt_bread,A_malt_cara,A_malt_burn,A_hops_all,A_hops_citrus,A_hops_tropical,A_hops_noble,A_hops_woody,A_esters_all,A_esters_ethac,A_esters_isoaa,A_esters_flower,A_esters_fruity,F_malt_all,F_malt_grain,F_malt_bread,F_malt_cara,F_malt_burn,F_hops_all,F_hops_citrus,F_hops_tropical,F_hops_noble,F_hops_woody,F_esters_all,F_esters_ethac,F_esters_isoaa,F_esters_flower,F_esters_fruity,acidity,bitternes,sweetness,X4vg,diacetyl,dms,metallic,stale_hops,t2n,orange,coriander,clove,lactic,acetic,barnyard,alcohol,aftertaste,body,co2,overall
166,5425029020252,Saison,0.131925516,-0.007240774,0.196873587,-0.548262809,-0.044112955,0.60324374,0.155450988,0.118120512,0.592345929,-0.190665376,-0.342088894,0.064071605,-0.203626496,0.087969164,-0.180560712,0.191709417,-0.055794817,-0.506486229,-0.533997649,-0.095506166,0.736265957,0.665450106,0.133921929,0.411426303,-0.184149467,-0.207191533,0.337540393,-0.428647519,-0.081534171,-0.595208419,-0.295991511,1.010086325,-0.868129943,-0.157526098,-0.459009861,0.187993667,-0.630156705,-0.361025743,0.478500112,0.039381638,-0.235412798,-0.246439993,-0.305115811,-0.262030858,-0.353126849,0.126403121,0.271617856,-0.378758812,-0.338685461,0.244958561
216,5410228201076,Scotch,1.171415632,0.58709433,0.164158939,0.782172394,0.420510732,-0.633300814,-0.417835126,-0.246402051,-0.607858214,-0.111873195,-0.258838893,0.006068723,0.440413589,-0.528880348,0.040963826,1.387793379,0.477142071,0.063646488,1.323107673,0.818579559,0.090200849,-0.469794384,-0.094740257,0.34550372,0.410277542,-0.119337964,0.00467823,0.01596862,-0.381231037,-0.265970951,-0.376902015,0.031719784,0.205707142,0.208670389,1.790092885,-0.442158529,-0.628370485,-0.355597144,0.267369445,-0.297576527,-0.239478139,-0.247785515,-0.291095012,-0.243888155,-0.348073318,0.186632944,-0.046859371,-0.110852291,-0.605896778,0.138705299
200,54125001,West Flanders ale,0.408593956,0.648291135,0.228700764,-0.168286251,-0.346786162,-0.249422313,0.055698014,-0.33918186,0.06431853,0.245188167,-0.055838378,0.347791523,-0.313816014,-0.215547596,-0.476071273,-0.158815748,0.28780721,-0.177479573,-0.141302513,-0.44568677,-0.598014419,0.395865583,-0.28842888,-0.364398418,-0.31418741,0.031542637,0.697624733,-0.288205956,-0.276283323,-0.116768689,1.516541098,-0.789461635,0.092192265,-0.14304017,0.451272848,-0.124292582,-0.282814176,-0.326714263,0.148495637,0.33890075,-0.163465732,-0.043027971,0.818484346,2.193543386,-0.318462468,-0.585797366,-0.258154482,-0.540517883,-0.58723296,0.470427312
116,5411656051097,Lambic,0.509333382,-0.115699756,-0.413241939,0.441005425,0.01115735,-1.079003075,-0.392671159,-0.285434929,-0.877002409,-0.293054678,-0.218030409,-0.788159775,-0.338060622,-0.37045703,0.126565313,0.486406694,-0.118701247,0.062200029,0.873290752,-0.066599943,-1.069606867,-0.515532062,-0.306600849,-0.7903268,-0.31564685,0.139778547,-0.717637415,-0.270773719,-0.344784512,0.31496455,0.394633043,-1.064802483,1.132363857,-0.461985027,1.561144283,-0.056882926,0.669365595,-0.33405385,-0.079277829,-0.227350082,-0.173714185,-0.209413796,0.985180641,-0.417191891,-0.326422602,-0.880807577,-0.541468985,-0.524311588,-1.053334931,-0.500940297
139,5410228142027,Pils/Lager,-0.153709648,0.24489708,-0.257427443,-0.271693759,-0.245887386,-0.740848984,-0.249497979,-0.373258324,-0.506954928,-0.254757416,-0.725913876,-0.365638529,-0.486510694,-0.43326766,-0.448085106,-0.264403015,0.080727055,-0.228673109,-0.052047059,-0.302763365,-0.838788552,-0.401983205,-0.337004858,-0.457222055,-0.155093567,-0.985335722,-0.532151565,-0.46692844,-0.306490473,-0.393745606,-0.291619745,-0.193336372,-0.350019935,-0.442162493,-0.336795855,0.573587275,-0.020978342,-0.262471168,0.351521195,-0.162777339,-0.175430605,-0.170486718,-0.314789407,-0.277091291,-0.256764933,-0.738046993,-1.023317349,-0.751514713,-0.918025551,0.09235974
183,5410702000805,Saison,-0.234313127,-0.156691981,-0.240449251,-0.35120578,-0.155000218,0.065815899,0.031765565,-0.317325955,0.384095605,-0.266476137,0.095684951,-0.307012853,0.368766473,-0.392114653,0.901761339,-0.084813376,0.093756886,0.098704711,-0.361834818,-0.306636683,0.027044758,0.006624898,-0.254582242,-0.03305648,-0.087004648,0.039054044,-0.086348754,0.559203409,-0.257345654,0.543460609,-0.407353492,-0.230824791,0.022071314,3.355030417,0.147957046,-0.288764287,-0.380338202,0.304146989,-0.383441107,-0.232899061,-0.157613252,1.724819955,-0.298918702,-0.277261904,0.328542549,-0.398500889,-0.174742565,-0.428316428,-0.302032563,-0.090234321
111,5411276100540,Dubbel,-0.336203125,-0.330693912,-0.472476101,0.054246719,-0.041888482,-0.664245311,-0.26325185,-0.366068409,-0.304351918,0.356463711,-0.563062478,-0.305942087,-0.497163121,0.208862598,-0.367037657,-0.324479967,-0.044160572,-0.629504973,-0.16005513,-0.347106358,-0.946684973,-0.329980208,-0.286258553,-0.614041086,-0.253132982,-0.436494902,-0.523510674,-0.033555764,0.459048643,-0.027160828,-0.482565424,-0.822201863,0.579272049,-0.434260381,0.362134466,0.474708189,1.31737548,0.19916941,-0.139612372,-0.248429935,-0.192012572,1.771170004,-0.282654878,-0.268952504,0.216727238,-0.854641042,-0.709714991,-1.006500092,-0.714011119,-0.175458666
46,5411276200325,Blond,-0.514813678,-0.312845235,-0.294115496,-0.420657924,0.002637126,-0.879459395,-0.388501173,-0.468577713,-0.565597952,-0.251659252,-0.592605873,-0.316702329,-0.418519296,-0.490758699,-0.224932995,-0.944420163,-0.670211471,-0.507870591,-0.476419162,-0.390497911,-0.59723625,-0.128501465,-0.139170235,-0.558020033,-0.29657961,-0.358318258,0.056647809,-0.108197389,-0.368389945,-0.246094278,1.563592364,-1.076434735,0.767065896,-0.037514185,1.761367523,1.252575568,0.54566857,1.0643283,0.42258373,-0.234353571,-0.197774146,-0.223162394,-0.331197156,0.591176036,1.101794323,-0.745317995,-0.478056152,-0.118728036,-0.303181049,-1.165521135
213,5410783004099,Hoppy,-0.426503533,0.117628455,-0.253335161,-0.194815628,-0.126307103,0.018553071,-0.39056258,0.053248319,-0.097742846,-0.087650845,0.590512978,0.673448841,0.35638722,0.113736991,-0.337356428,-0.338261307,0.337946646,-0.250710389,-0.035641504,-0.446376805,0.340242181,-0.074506683,-0.201687222,0.356391424,-0.120762303,0.245604743,0.163286531,0.499280722,-0.337577246,-0.172048355,-0.443857248,0.66482727,-0.488734172,-0.447123698,0.131676698,-0.003449596,0.194100709,-0.352271463,-0.462282809,-0.228287652,-0.166329579,-0.200984741,-0.311306183,-0.266568441,-0.344019668,-0.075678318,0.182122708,-0.186100797,-0.053742295,-0.162806795
250,5411223030067,Faro,-0.094924624,0.219183906,-0.413241939,-0.182293843,0.01115735,-0.704267983,-0.391161086,-0.388086165,-0.225953388,-0.293054678,-0.182394923,0.271199378,-0.426637859,-0.37045703,0.03339403,-0.560108506,-0.007300593,-0.274041895,-0.200962839,-0.394253823,-0.685688667,-0.285409122,-0.306600849,-0.487077258,-0.31564685,0.33397266,-0.476566791,-0.013619211,-0.344784512,0.825809865,1.302476976,-0.95147136,1.168901238,-0.461985027,-0.288565611,-0.002202586,-0.459667489,-0.182993109,-0.174813088,-0.227350082,-0.173714185,-0.209413796,1.361724083,1.047390354,-0.160041345,-0.867940394,-0.100068832,-0.305920619,-0.27469225,0.426978268
158,54107014,Amber,-0.374401264,0.352356707,-0.084822944,-0.334441459,-0.385069853,-0.236952995,0.16259721,-0.427416939,-0.413411014,-0.058224501,-0.256575085,-0.140139312,-0.008628333,-0.356357279,0.092268673,-0.563556396,-0.173264876,-0.241365479,-0.153991633,-0.195147277,-0.791412281,0.018123216,-0.318139554,-0.748191572,-0.404319414,-0.304776041,-0.042030403,-0.150091951,-0.268091392,-0.346927779,-0.684660951,-0.202160518,-0.545388531,-0.136635737,0.220760382,0.513027244,0.254612262,-0.354340222,0.736525413,0.034623805,-0.166094786,-0.202969443,-0.277969661,-0.260953251,-0.346278732,-0.331374723,-0.225741976,-0.702078079,-0.424699101,0.034297248
224,5410228141884,Wheat,-0.462332758,-0.105910197,-0.409808824,-0.250072744,-0.222642208,-0.049638991,0.235672876,0.001219622,-0.240839984,-0.282690064,0.283388815,-0.33562895,0.588616798,-0.014379474,0.269608703,-0.685309979,-0.242146471,-0.353237237,-0.390550891,-0.301290646,-0.362218103,0.106556509,-0.085235296,-0.259545887,-0.357981438,0.028473777,-0.198878558,0.436210409,-0.045906673,0.176038235,-0.342826392,-0.55810793,-0.018379234,0.578362663,0.011406991,-0.14177483,-0.015314112,-0.355371916,-0.099500361,0.916454049,0.981291988,0.601534702,-0.307440551,-0.280100603,-0.345789186,-0.540026468,-0.608054112,-0.626651182,-0.191192569,0.022813229
54,549619093094,Kriek,0.08793468,-0.176683106,-0.088599307,-0.599110694,0.18372473,0.251025268,-0.52511901,-0.498074088,-0.21728658,0.319676376,0.435128458,-0.699589973,0.51890512,-0.486088533,0.084420339,-0.247404333,0.233458864,-0.73675475,-0.533147626,-0.461876522,-0.698630196,-0.537519369,-0.384934238,-0.449373596,-0.603583764,-0.139377333,0.229421103,-0.176889104,-0.036020711,-0.690180858,2.800745427,-1.127247386,0.033562705,-0.634992482,0.044130673,-0.756966533,-0.73722619,-0.344930396,-0.513370956,-0.269269329,-0.235029903,-0.268516935,2.392946366,1.641249365,-0.342486837,-0.698870189,0.125608063,0.598379966,-0.241735532,0.749406902
5,5400000000006,Blond,0.637144245,0.974212016,0.007268099,-0.599110694,-0.403207114,0.656776373,1.152196354,0.194895042,0.428076728,-0.463908713,0.237581881,0.688806665,0.622991297,0.311186226,-0.24475123,0.575640255,0.888584951,0.933534979,0.223085633,-0.461876522,1.084432278,0.13276155,0.39760285,1.342719365,-0.603583764,0.158239647,0.366925926,-0.065013355,0.296488615,-0.690180858,-0.174774935,0.044073059,-0.542289319,-0.00421732,-0.657461766,0.15073943,-0.73722619,-0.344930396,-0.513370956,-0.269269329,-0.235029903,-0.268516935,-0.30591664,-0.247791078,-0.342486837,-0.309484777,-0.308902633,-0.578463235,0.919324034,0.336849456
209,54085107,Pils/Lager,-0.681371763,-0.311568467,-0.170390207,-0.403921398,-0.338415536,-0.794298987,-0.3608912,-0.495285829,-0.331080846,-0.261930371,-0.387743789,0.005764352,-0.455489928,-0.244207342,-0.426206638,-0.499312486,0.010213244,-0.191120371,-0.427376469,-0.252579235,-0.713662942,-0.309808538,-0.430393985,-0.414712762,-0.178674401,-0.802820474,-0.386718577,-0.475933602,-0.257845938,-0.379794264,-0.515731833,0.472804089,-0.666729731,-0.326770719,0.71812447,1.663748448,-0.07129513,0.03050061,1.202104422,-0.003209718,-0.170907237,-0.211215031,-0.286260354,-0.237812464,0.035773635,-0.763975756,-0.311964154,-0.615672186,-0.527851154,-1.0450514
58,5425024151210,Saison,-0.937244718,-0.362451698,-0.656106307,-0.548262809,-0.357143272,0.269303889,0.894867489,0.439906651,-0.98294116,-0.205053831,1.029613981,-0.276306237,1.478814158,-0.514672007,0.856460769,-1.136117583,-0.488993579,-0.742979431,-0.408654478,-0.489784166,-0.116095711,0.588417494,0.788431472,-1.086114317,-0.484079168,1.38416029,-0.565136586,2.138124216,-0.385343773,1.09682618,0.12404492,-0.286088556,1.378238138,-0.578042872,-0.109406912,-0.746312157,-0.630156705,-0.164622066,-0.488937098,2.987693607,0.179920293,-0.246439993,0.8452599,-0.262030858,-0.142963307,-0.528271958,0.088869128,-0.710431592,0.346181029,-0.101667942
11,8718754310017,Amber,0.081412973,0.215787458,-0.353705496,0.223032578,-0.371552201,0.70342798,0.151121207,0.252818506,0.465356712,-0.337560049,0.316495856,0.674230563,-0.168701373,0.156642,-0.359540707,0.61609315,0.418081297,0.543590039,0.643681455,0.475697827,0.337057758,-0.163223835,0.274319903,0.478452123,-0.054391613,0.416088446,0.537775824,-0.282993579,0.239812017,-0.295519451,-0.474611736,0.503635491,0.010898958,-0.169742007,-0.221339497,-0.264400631,-0.040077342,-0.344930298,-0.432297104,-0.256073738,0.238953509,0.198510853,-0.307488368,-0.280143962,-0.336678503,0.948219655,0.339878853,0.223559365,0.658527,0.559438453
56,5413963600012,Saison,-0.346145964,-0.133986387,0.362122911,-0.511048961,-0.337881829,0.365604943,0.325961472,-0.317325955,0.682361555,0.078671584,-0.140072865,0.118261623,0.286616547,-0.392114653,-0.431168171,-0.133189152,-0.203929701,1.432976942,-0.16491679,-0.403208036,1.283464264,0.55823415,0.324461854,1.156051611,0.218075497,-0.275932585,0.097323101,-0.025976278,-0.257345654,-0.517024201,-0.50340913,1.804998115,-0.41566776,0.51865107,-0.133873778,-0.416435797,-0.52956363,-0.199420107,-0.205167644,-0.232899061,-0.157613252,-0.207717344,-0.298918702,-0.277261904,-0.175677483,-0.141490794,1.616725685,-0.017793822,-0.504759598,-0.337714322
84,5411516000517,West Flanders ale,0.079843492,-0.008927498,0.017044978,0.118492329,-0.346786162,0.493130353,0.956518786,-0.084488807,0.043397559,0.245188167,-0.294324199,-0.303114163,-0.599683971,0.500143223,0.040906078,0.31086757,0.425653459,0.345771833,0.384729243,0.017068662,-0.191583898,0.689118331,-0.28842888,-0.299985386,-0.006125208,0.117885415,-0.418674674,-0.168811905,0.41480513,-0.02304154,0.11334772,-0.589476346,0.740348836,-0.022794347,0.282399257,-0.261900178,-0.416915101,-0.196679298,-0.387657549,2.621347345,1.076050478,0.19968424,-0.018651266,-0.166149261,-0.187795989,-0.264622885,0.060395759,0.660833931,0.225121994,0.916891144
172,5411681400310,Wheat,-0.651681977,-0.342767488,-0.54679991,-0.314919827,-0.139271664,-0.169338161,-0.202851935,0.035866091,-0.20803222,-0.364543644,-0.351069738,-0.589826449,0.307669378,-0.243827616,0.226807015,-0.622421282,-0.24409553,-0.63562247,-0.267329982,-0.259123613,-0.562454771,-0.406347682,0.131865958,-0.403002831,-0.200106872,-0.001441335,-0.297015496,0.082931443,-0.110228752,-0.11705308,-0.184917722,0.048738123,-0.100882256,0.927535755,0.258720665,0.220997081,0.127385335,0.46414861,-0.316139486,-0.021764449,-0.182740149,0.088274631,-0.307014173,-0.278342102,0.494071677,-0.41096365,-0.041260824,-0.202642382,-0.720079175,0.433419052
74,5412783054012,Faro,1.15746268,-0.152390639,0.124532493,1.828281174,-0.345911751,-0.797209349,-0.391161086,0.022518777,-0.771755794,-0.293054678,-0.344526822,-0.334915737,-0.032336895,-0.083033571,-0.054866078,1.107313578,0.411028445,0.125568687,1.381793043,0.097226997,-1.265565644,-0.515532062,-0.306600849,-0.612910188,-0.31564685,-0.201674669,-0.320734422,0.058072929,-0.344784512,-0.205527684,-0.472497669,-1.450635356,2.144961614,-0.461985027,1.634687369,-0.55488594,-0.459667489,-0.031932369,0.75314642,-0.227350082,-0.173714185,-0.209413796,-0.212190663,-0.417191891,0.006339912,-1.066375204,-0.606061476,-0.638157054,-1.55933745,-1.306380243
188,8711406017487,Stout/Porter,0.525710625,0.291559359,0.077204321,0.803908868,-0.076400059,0.159299444,-0.150612891,0.577108437,0.060151176,-0.338074423,0.743391449,-0.118781686,0.796055859,-0.291347749,0.360785749,0.468624095,-0.073463997,0.349862282,0.36717982,0.184348035,0.506439165,-0.269491267,0.111836101,0.412856036,-0.215209701,0.598419883,-0.294215559,0.508037391,-0.276260801,-0.154859098,-0.313379033,0.648085696,0.162390797,-0.059469839,-0.063111787,-0.387267064,-0.521231227,-0.204416693,-0.345379248,-0.255370648,-0.157100104,-0.192597444,-0.273411429,-0.2681012,-0.196990078,0.051626699,0.535673028,0.616869262,0.313639126,0.628235409
20,5425005660205,Saison,-0.476108843,-0.160761436,-0.231220037,-0.502544084,-0.047554166,0.58183026,0.422061674,0.194866428,0.305793703,0.136354537,-0.78231363,-0.51111567,-0.534433577,-0.188050229,-0.092575449,-0.681305607,-0.333045779,-0.102929047,-0.499034248,-0.250949015,0.73759715,0.887409216,0.405081343,0.623455303,0.048482281,-0.869294167,-0.538697187,-0.384911934,-0.097167114,-0.110731835,-0.078943951,0.776894581,-0.482747101,-0.305608512,-0.380177047,0.592803411,-0.214492666,0.668337805,-0.387337124,-0.23316859,-0.153463033,-0.196522274,-0.286834328,-0.273736729,0.702507875,-0.320335243,0.044271868,-0.444492318,-0.376207356,-0.182881525
122,5425029020191,Brett/cofermented,-0.521603752,-0.42934652,-0.234168615,-0.548262809,-0.122370534,0.679977153,0.560624074,-0.238139446,0.197563523,0.407425786,-0.40412478,-0.309183197,-0.841867054,0.319407607,-0.045718907,-0.364817684,-0.392097247,-0.399415119,-0.533997649,0.211786345,0.55845459,0.588417494,-0.381055304,0.327730773,0.503309164,-0.618670812,-0.468771943,-0.726982849,-0.003417382,0.076252961,0.054327632,1.272217697,-0.98379451,-0.434653695,-0.583067873,0.073296535,-0.312593553,0.842497048,-0.488937098,1.375209656,0.585528789,-0.246439993,-0.305115811,-0.025012162,0.905435401,-0.024878345,0.989821847,0.532156973,-0.109906585,0.05815216
169,5411676710004,Hoppy,-0.648377041,-0.20008782,-0.494678029,-0.495997296,-0.268548356,1.021858618,0.324247836,0.495573596,0.982968088,0.207127071,0.075366469,0.365504335,-0.073020504,-0.313064985,-0.385613316,-0.687172096,-0.313175273,-0.533678263,-0.469166499,-0.1647287,1.2812044,0.1728753,0.158606883,0.868054506,1.477157928,-0.153397701,-0.051638584,0.166758894,-0.337577246,-0.249165851,-0.443857248,1.482151584,-0.432802189,-0.39729333,-0.519144137,-0.167879663,-0.311016754,0.001854211,-0.372753606,-0.228287652,-0.166329579,-0.200984741,-0.311306183,-0.266568441,0.010106006,0.355515806,0.638915859,0.511410965,0.3306268,-0.314852389
194,5411098730307,Dubbel,0.646656937,-0.012762071,0.268059008,1.025275162,0.648834905,-0.530245778,-0.42144908,-0.393148507,-0.288159116,0.104324836,-0.088237638,-0.058927578,-0.202728446,0.431658165,-0.285463103,0.514836732,0.071816417,0.813823605,1.149784843,0.433396734,-0.396614075,-0.387129195,-0.201177004,-0.395680336,0.17713478,-0.123584817,-0.005414268,-0.179230054,0.391221695,-0.34667156,-0.382257341,-0.292358041,0.111313702,0.261873602,0.39072289,-0.25558797,0.188644557,-0.225386839,-0.128664544,0.122965368,0.701253957,0.659917787,-0.304882645,-0.276372668,-0.217960223,0.06139258,-0.226202172,0.093644827,-0.149081799,-0.088505558
160,54055438,Wheat,-0.545036459,-0.06061247,0.06101266,-0.55166984,-0.379303778,-0.254751863,0.292257549,-0.414144832,-0.087925813,-0.129468117,0.253303035,-0.051590426,0.793429366,-0.457129433,0.050864981,0.01241434,0.198979151,-0.339955201,-0.528004537,-0.502050606,-0.633324285,0.287475204,-0.309650477,-0.675118931,-0.425054147,-0.173870176,-0.340263488,0.380766616,-0.297449026,-0.051606466,-0.620354832,-0.928398055,0.199704128,0.304159591,-0.164685834,-0.133683567,-0.062126215,-0.358735719,-0.187334452,0.272312632,0.034575025,-0.000143543,-0.307014173,-0.278342102,-0.349452449,-0.931878334,-1.094373092,-0.471129962,-1.078654896,0.17288745
43,5041300503,Amber,-0.23893186,-0.195312944,-0.497728125,-0.149132217,0.032196478,0.077128378,-0.162672152,0.722567242,-0.473240008,-0.000694587,-0.076879855,-0.24620311,0.199687194,0.027221586,0.444952778,-0.374853847,-0.119679018,-0.439580334,-0.496403774,0.307022439,-0.03323643,-0.124259497,0.719347695,-0.538147328,-0.213597811,-0.316369213,-0.570700928,0.370861936,0.096612309,0.547728174,-0.505669973,-0.217470642,0.094499989,1.362916152,-0.351102,0.388610623,-0.159678424,-0.354340222,0.042505637,0.079853535,-0.166094786,-0.202969443,-0.277969661,-0.260953251,-0.346278732,-0.442203377,-0.410024018,-0.144807687,0.237107235,-0.063158959
100,875213000082,Dubbel,1.145702816,0.080961187,0.699268786,1.469088416,0.978618233,-0.708263167,-0.42144908,-0.393148507,-0.485690962,-0.072921581,-0.212900908,-0.35501389,-0.183145464,-0.227723865,0.04911247,0.793381194,0.013135778,0.205106554,1.369812435,1.844005293,-0.725107854,-0.387129195,-0.319629026,-0.406198712,-0.124132021,-0.197680299,-0.271698291,-0.071615227,-0.147103945,0.104014524,-0.468558823,-0.556852468,0.290274877,-0.270202339,0.779371658,-0.551511164,-0.06609755,-0.192565673,-0.046340067,-0.257071775,-0.18192213,0.175109147,-0.304882645,-0.276372668,-0.185139057,-0.748188036,-0.489687608,-0.29891181,-0.320589111,0.233436904
7,5425025910809,Saison,-0.502870108,-0.245485922,-0.234168615,-0.548262809,-0.122370534,1.030734667,0.84157591,0.186874902,0.715922166,1.036281075,-0.420787131,0.015863461,-0.329400178,0.250940882,-0.143659099,-0.390912302,0.132006775,0.093363662,-0.533997649,-0.489784166,1.465345312,0.503126588,0.33352282,1.08909134,0.906740965,-0.000378384,0.233997698,-0.361491889,-0.018361116,0.1812598,-0.487236732,0.789163724,-0.878491404,-0.291264517,-0.583067873,-0.402522429,-0.630156705,0.056882338,-0.032166683,-0.120511365,0.030983148,-0.246439993,-0.305115811,-0.262030858,0.064781232,0.015935982,0.267635336,-0.281672729,0.15210136,1.047350916
62,5410228134879,Blond,0.135035451,0.329662749,0.120529348,-0.185316164,0.056125953,-0.008743038,-0.08757276,-0.030085227,-0.410427542,-0.064544763,-0.008721165,0.307027556,0.552086798,-0.214396035,-0.171495777,0.076722054,0.085007998,-0.069114647,-0.341803405,-0.249946899,-0.173170314,0.248439403,-0.108276869,-0.381439605,-0.304527227,-0.001146281,0.173120437,-0.06282479,-0.199409228,-0.254850372,-0.297442406,0.325242677,-0.198486613,0.366304232,0.106045425,0.555306785,0.802905294,-0.347079929,0.182592527,-0.238318514,-0.173337151,0.000962889,-0.303586551,-0.275928439,-0.34032846,-0.287065102,0.104900532,-0.202737896,-0.251574972,0.289183165
55,5425023990698,Hoppy,0.607132393,0.053543259,0.55203262,1.314480646,0.420510732,0.138235896,0.031354042,-0.371471703,0.618350954,-0.426447857,0.044243924,-0.282162859,-0.071437489,0.052567126,0.295004292,0.239858482,-0.312533143,-0.164277274,0.467052563,1.167405332,1.424552205,0.437762884,-0.407755093,1.693738399,0.729731875,0.326430906,-0.155867537,0.105469219,0.253805885,0.406547439,-0.067933897,1.349430276,-0.602405756,-0.251574273,0.538003008,-0.759028692,-0.188948542,0.115771681,0.017786597,-0.297576527,-0.239478139,-0.247785515,-0.291095012,-0.243888155,0.156319183,0.588078744,1.356423468,-0.097207193,-0.030029369,-0.2358383
26,54125032,West Flanders ale,0.022930156,0.201205208,-0.150246466,0.192420915,-0.346786162,-0.473880547,-0.08394775,-0.29692686,-0.255603297,-0.191721085,0.398414677,0.581402856,-0.47222524,0.103960315,0.224635785,-0.20384812,0.36474799,-0.029839434,-0.061524624,-0.44568677,-0.417420356,0.258872672,-0.222622201,-0.347964396,-0.31418741,0.358223483,0.507916019,-0.225323741,-0.045379673,0.186057166,1.746579463,-0.83848956,0.15666578,-0.463237558,0.057362291,-0.383393885,-0.448530108,-0.267968419,-0.31832898,0.609716808,-0.163465732,-0.217791672,2.148040656,2.114334618,-0.253758646,-0.241708301,-0.117328236,0.102562648,-0.012363213,0.594230732
232,5411686700637,Kriek,-0.638860705,-0.343274303,0.378911167,-0.255712127,-0.342976798,-1.336061154,-0.514986489,-0.260497454,-0.953166266,-0.279720633,1.561837189,-0.198716652,1.534911674,1.018972545,1.20727987,-0.764558203,-0.370446902,0.034997917,-0.075653849,-0.379087342,-1.137961626,-0.350514288,-0.283492388,-0.791793352,-0.305654563,1.406907505,0.05986031,0.628120326,1.317330263,1.67579377,0.729487854,-1.39964987,1.499319517,-0.225324766,-0.215625939,-0.127908121,-0.506091656,-0.366235731,-0.241059743,-0.231139286,-0.166492365,-0.197426812,0.710076009,-0.108789476,-0.35562628,-1.012880047,-0.111783894,-0.75524489,-0.604687838,0.164264318
151,5411516001491,Faro,-0.029148493,-0.228984344,-0.147123346,0.017205389,-0.345911751,-0.980840426,-0.480933363,-0.285434929,-0.568160456,-0.293054678,-0.415878157,-0.788159775,0.322473115,-0.37045703,-0.293137031,0.005967146,-0.036888243,-0.204207026,-0.052174235,-0.394253823,-1.174376622,-0.515532062,-0.168314173,-0.7903268,-0.31564685,-0.301699517,-0.812001848,0.463000308,-0.344784512,-0.232341829,0.492560806,-1.540873296,2.140822973,-0.461985027,1.094562813,-0.55488594,-0.253680041,0.002638169,0.913941832,-0.227350082,-0.173714185,-0.209413796,1.143750375,-0.264149652,0.033857756,-1.143141809,-0.43458739,-0.345468163,-1.030355058,-1.202857531
61,5410702001314,Stout/Porter,1.488648739,-0.299355031,0.508909794,0.818298594,2.407186719,0.005724489,-0.232551975,-0.401680522,0.095723404,0.864360062,-0.636243514,-0.096736849,-0.398988588,-0.405108718,-0.607545745,1.40845586,-0.726819213,0.17327755,-0.172496109,2.359353381,0.268884195,-0.269491267,-0.313095111,-0.188408663,0.759749069,-0.55946266,-0.060484501,-0.366904913,-0.276260801,-0.494876962,-0.332441569,0.166505406,-0.629139013,-0.033234981,-0.215046491,0.253783816,-0.010451367,0.267012066,0.729874808,-0.255370648,-0.157100104,-0.192597444,-0.273411429,-0.2681012,0.274438682,-0.016962105,0.495097982,0.879425386,0.092549965,-0.24272235
156,5410228193371,Kriek,-0.568788682,-0.449648047,-0.074307141,0.014184652,-0.342976798,-1.336061154,-0.514986489,-0.260497454,-0.953166266,-0.279720633,1.462309167,-0.464065586,1.063070454,1.85681377,2.406169683,-0.491540393,-0.36726815,-0.2172682,0.286511908,-0.376099433,-1.040048117,-0.350514288,-0.283492388,-0.693709583,-0.305654563,1.03900796,-0.05122237,1.939956815,1.261159486,1.517946002,0.212310973,-1.495512973,1.584931903,-0.482112706,0.066918552,-0.591636962,0.107972809,-0.366235731,0.249497992,-0.231139286,-0.166492365,-0.197426812,1.36153023,-0.280484418,-0.35562628,-1.372400889,-0.566844748,-0.906594095,-0.387936303,-0.097426282
138,5411223010557,Kriek,-0.491228729,0.034646906,0.013819779,-0.493870265,-0.342976798,-0.749121574,-0.514986489,-0.369153169,-0.421032778,0.108733522,0.882502767,1.029451213,0.290666159,0.826803561,0.529195324,-0.76842248,-0.160003093,-0.2172682,-0.501364888,-0.379087342,-0.81978268,-0.452488971,-0.283492388,-0.676919183,0.060106911,0.586658961,0.744568152,-0.119424257,0.799875635,0.405139834,2.768388639,-0.862193991,-0.856514287,-0.482112706,-0.254548179,0.23025416,-0.506091656,-0.030701911,0.700032361,-0.231139286,0.537171853,-0.197426812,1.692765753,1.86727133,-0.007486343,-0.407783926,0.490575305,-0.920668376,-0.48952801,-0.484408318
70,54085190,Blond,-0.881873047,-0.48589713,-0.348289602,-0.535808444,-0.26606059,1.210972533,1.419141944,0.517168664,0.773965603,-0.315404113,0.137921962,-0.242508105,0.125918882,0.146942692,0.222666896,-0.255252266,0.399234124,-0.306526174,-0.301117529,-0.349787947,0.366541738,1.037886902,0.011289776,-0.3283465,-0.188878202,-0.020338312,-0.05292818,-0.343846003,0.130860152,-0.365331621,-0.04027357,0.222095788,-0.325043628,0.020781121,-0.451719563,-0.363022294,-0.066877926,-0.069359029,0.622325997,-0.079784212,-0.173337151,-0.220920701,-0.303586551,-0.275928439,-0.055830944,-0.175388042,-0.418742364,-0.238204116,-0.327161272,-0.113106943
